ecli,drug,relevant_countries
ECLI:NL:RBROT:2017:1852,cocaïne,"[' Chile', ' United States', 'Netherlands']"
ECLI:NL:RBMNE:2015:7051,drugs,[' Netherlands']
ECLI:NL:RBMNE:2015:7051,wiet,[' Netherlands']
ECLI:NL:PHR:2011:BP7871,heroïne,"[' Netherlands', ' United Kingdom', 'Netherlands', 'Turkey']"
ECLI:NL:PHR:2011:BP7871,drugs,"['Turkey', 'Netherlands']"
ECLI:NL:RBMNE:2016:6905,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2016:6905,heroïne,[' Netherlands']
ECLI:NL:RBMNE:2016:6905,harddrugs,"['Netherlands', ' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBMNE:2016:6907,harddrugs,"['Netherlands', ' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBMNE:2016:6900,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2016:6900,heroïne,[' Netherlands']
ECLI:NL:RBMNE:2016:6900,harddrugs,"['Netherlands', ' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBMNE:2016:7022,harddrugs,"['Netherlands', ' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBMNE:2016:7020,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2016:7020,heroïne,[' Netherlands']
ECLI:NL:RBMNE:2016:7020,harddrugs,"['Netherlands', ' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:GHSHE:2017:1084,amfetamine,[' Netherlands']
ECLI:NL:GHSHE:2017:1084,drugs,"[' Belgium', 'Asia', 'Netherlands']"
ECLI:NL:GHSHE:2017:1084,lsd,"[' Belgium', 'Asia', 'Netherlands']"
ECLI:NL:PHR:2013:1301,drugs,[' Belgium']
ECLI:NL:GHARL:2020:7153,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:RBROT:2017:10313,mdma,[' Netherlands']
ECLI:NL:RBROT:2017:10313,pmk,[' Netherlands']
ECLI:NL:RBDHA:2015:5622,ketamine,[' Netherlands']
ECLI:NL:RBDHA:2015:4965,cocaïne,['Germany']
ECLI:NL:RBALM:2010:BL2944,amfetamine,[' United Kingdom']
ECLI:NL:RBOVE:2021:2406,harddrugs,"[' Slovakia', ' Netherlands', ' Belgium']"
ECLI:NL:RBNHO:2021:3581,drugs,['Ireland']
ECLI:NL:RBNHO:2021:3581,cocaïne,['Ireland']
ECLI:NL:GHARN:2008:BC5867,harddrugs,[' United Kingdom']
ECLI:NL:RBOBR:2021:6260,hasjiesj,"[' Netherlands', ' United Kingdom', 'Italy', 'Pakistan']"
ECLI:NL:RBOBR:2021:6260,hennep,"[' Netherlands', ' United Kingdom', 'Italy', 'Pakistan']"
ECLI:NL:RBOBR:2021:6261,hennep,"[' United Kingdom', 'Italy', ' Netherlands', 'Pakistan']"
ECLI:NL:RBOBR:2021:6261,hasjiesj,"[' Netherlands', ' United Kingdom', 'Italy', 'Pakistan']"
ECLI:NL:RBNHO:2020:2720,cocaïne,"[' Netherlands', ' Switzerland', 'Switzerland']"
ECLI:NL:RBNHO:2020:2720,heroïne,"[' Netherlands', ' Switzerland', 'Switzerland', 'Europe']"
ECLI:NL:RBROT:2019:8431,cocaïne,"['Dominican Republic', ' Netherlands', 'Netherlands']"
ECLI:NL:GHAMS:2018:2982,harddrugs,[' Netherlands']
ECLI:NL:RBAMS:2018:1095,cocaïne,"[' Netherlands', 'Turkey']"
ECLI:NL:RBLIM:2016:8319,amfetamine,"[' Germany', 'Germany']"
ECLI:NL:HR:2016:383,cocaïne,"[' Italy', 'Netherlands', 'Italy']"
ECLI:NL:RBAMS:2015:3041,drugs,['France']
ECLI:NL:HR:2013:966,apaan,"['China', 'Netherlands', 'Poland']"
ECLI:NL:PHR:2012:BU7313,cocaïne,"[' France', ' Romania']"
ECLI:NL:RBLEE:2007:BB9290,cocaïne,['Spain']
ECLI:NL:RBAMS:2014:7146,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium']"
ECLI:NL:RBAMS:2014:7146,drugs,"['Netherlands', 'Belgium']"
ECLI:NL:RBAMS:2014:7146,amfetamine,"['Netherlands', 'Belgium']"
ECLI:NL:RBAMS:2014:7146,apaan,['China']
ECLI:NL:GHAMS:2021:3550,drugs,[' United Kingdom']
ECLI:NL:GHAMS:2008:BD5327,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2008:BD5327,drugs,[' United States']
ECLI:NL:RBZWB:2022:591,drugs,[' Netherlands']
ECLI:NL:ORBAACM:2018:6,drugs,['Germany']
ECLI:NL:GHAMS:2017:4087,harddrugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBARN:2006:AV6568,drugs,['Belgium']
ECLI:NL:RBHAA:2011:BP5821,cocaïne,"[' Netherlands', 'Suriname', 'Netherlands']"
ECLI:NL:RBNNE:2019:2445,cocaïne,"['Germany', ' Netherlands']"
ECLI:NL:RBNNE:2019:2445,drugs,[' Netherlands']
ECLI:NL:RBNNE:2019:2445,xtc,[' Netherlands']
ECLI:NL:RBNNE:2019:2445,speed,[' Netherlands']
ECLI:NL:RBASS:2010:BO0052,drugs,['Sweden']
ECLI:NL:RBASS:2010:BO0052,cocaïne,"[' Netherlands', 'Sweden']"
ECLI:NL:RBMNE:2020:4818,drugs,[' Netherlands']
ECLI:NL:RBLIM:2021:396,heroïne,"[' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:RBLIM:2021:396,cocaïne,"[' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:RBLIM:2021:396,harddrugs,[' Netherlands']
ECLI:NL:RBOBR:2021:6259,hasjiesj,"[' Netherlands', ' United Kingdom', 'Italy', ' Colombia', 'Pakistan']"
ECLI:NL:RBOBR:2021:6259,hennep,"[' Netherlands', ' United Kingdom', 'Italy', ' Colombia', 'Pakistan']"
ECLI:NL:RBNHO:2020:9258,cocaïne,['Germany']
ECLI:NL:RBNHO:2020:9257,cocaïne,['Germany']
ECLI:NL:RBROT:2020:2750,cocaïne,['South America']
ECLI:NL:RBROT:2018:1074,mdma,['Australia']
ECLI:NL:RBLIM:2016:8324,amfetamine,"[' Germany', 'Germany']"
ECLI:NL:RBLIM:2016:8318,amfetamine,"[' Germany', 'Germany']"
ECLI:NL:RBAMS:2013:9445,cocaïne,"['United States', ' Belgium', 'Belgium', 'Europe', ' Netherlands']"
ECLI:NL:RBAMS:2013:9445,cocaine,['Europe']
ECLI:NL:PHR:2012:BX4845,hennep,[' Netherlands']
ECLI:NL:RBROE:2012:BV3579,drugs,[' Netherlands']
ECLI:NL:RBROE:2012:BV3586,drugs,[' Netherlands']
ECLI:NL:GHSGR:2011:BR5059,harddrugs,[' Netherlands']
ECLI:NL:RBBRE:2009:BH9195,harddrugs,['France']
ECLI:NL:RBSGR:2009:BH5737,cocaïne,[' Netherlands']
ECLI:NL:GHSHE:2007:AZ9841,amfetamine,"[' Belgium', ' Netherlands']"
ECLI:NL:RBDOR:2003:AN4780,cocaïne,['Venezuela']
ECLI:NL:RBSGR:2003:AF5930,drugs,"[' Thailand', 'Thailand']"
ECLI:NL:RBROE:2003:AF6962,heroïne,[' United Kingdom']
ECLI:NL:PHR:2002:AE1194,cocaïne,[' United Kingdom']
ECLI:NL:RBSGR:2002:AD8375,heroïne,"['France', 'Netherlands']"
ECLI:NL:RBSGR:2002:AD8375,cocaïne,"['France', 'Netherlands']"
ECLI:NL:PHR:2001:AB1763,hennep,[' Netherlands']
ECLI:NL:GHSHE:2021:821,drugs,[' Netherlands']
ECLI:NL:GHSHE:2021:821,cocaïne,[' Netherlands']
ECLI:NL:RVS:2020:2068,harddrugs,['Switzerland']
ECLI:NL:RVS:2020:2068,drugs,['Switzerland']
ECLI:NL:GHAMS:2020:3916,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:GHAMS:2020:3916,drugs,"['Netherlands', ' Netherlands']"
ECLI:NL:RBDHA:2020:4171,hasj,['Hungary']
ECLI:NL:RBROT:2020:2749,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2019:2268,drugs,"['Colombia', 'Germany', 'Panama', 'Argentina', 'Ecuador', ' France', ' Spain', ' Belgium']"
ECLI:NL:GHAMS:2019:2268,cocaïne,"['South America', 'Europe']"
ECLI:NL:GHAMS:2019:2269,drugs,"['Colombia', 'Germany', 'Panama', 'Argentina', 'Ecuador', ' France', ' Spain', ' Belgium']"
ECLI:NL:GHAMS:2019:2269,cocaïne,"['South America', 'Europe']"
ECLI:NL:RBNHO:2017:10284,harddrugs,[' United Kingdom']
ECLI:NL:RBNHO:2017:10284,mdma,[' United Kingdom']
ECLI:NL:RBNHO:2017:10284,cocaïne,[' United Kingdom']
ECLI:NL:RBNHO:2017:10284,amfetaminebase,[' United Kingdom']
ECLI:NL:GHAMS:2016:1858,cocaïne,"['Suriname', ' Czechia', ' France']"
ECLI:NL:GHSHE:2016:982,mdma,[' Netherlands']
ECLI:NL:GHSHE:2016:982,amfetamine,[' Netherlands']
ECLI:NL:GHSGR:2009:BJ3743,paracetamol,[' Germany']
ECLI:NL:GHSGR:2009:BJ3743,cafeïne,[' Germany']
ECLI:NL:RBBRE:2008:BC8887,amfetamine,[' Netherlands']
ECLI:NL:GHAMS:2019:5164,cocaïne,['Venezuela']
ECLI:NL:RBMNE:2014:406,drugs,[' Netherlands']
ECLI:NL:RBMNE:2014:406,isosafrol,[' Netherlands']
ECLI:NL:RBMNE:2014:406,mierenzuur,[' Netherlands']
ECLI:NL:RBHAA:2009:BL5702,cocaïne,"['Netherlands', 'Brazil']"
ECLI:NL:HR:1979:AB7429,heroïne,['United States']
ECLI:NL:GHAMS:2020:1040,cocaïne,[' Netherlands']
ECLI:NL:RBOBR:2019:1839,gbl,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2019:1839,ghb,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2019:1837,gbl,['Poland']
ECLI:NL:RBOBR:2019:1837,ghb,['Poland']
ECLI:NL:RBZWB:2018:6173,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2016:2701,amfetamine,[' Netherlands']
ECLI:NL:RBZWB:2016:2701,apaan,[' Netherlands']
ECLI:NL:PHR:2016:397,cocaïne,['Germany']
ECLI:NL:RBOBR:2017:3708,pillen,[' Belgium']
ECLI:NL:PHR:2016:398,cocaïne,['Germany']
ECLI:NL:RBUTR:2009:BJ2167,hasj,"[' Spain', 'Morocco', 'Spain', ' Morocco']"
ECLI:NL:RBARN:2007:BA2341,hennep,"[' Netherlands', ' United States', 'Finland', 'France', 'Germany', 'Netherlands', 'Switzerland', 'South America', ' Belgium']"
ECLI:NL:RBARN:2007:BA2341,hasjiesj,"[' Netherlands', ' United States', 'Finland', 'France', 'Germany', 'Netherlands', 'Switzerland', ' Belgium']"
ECLI:NL:RBARN:2007:BA2341,hash,"[' Finland', 'Finland']"
ECLI:NL:RBARN:2007:BA2341,cocaïne,"['Netherlands', 'Panama', 'Brazil', ' Netherlands']"
ECLI:NL:RBNNE:2021:1736,amfetamine,"[' Netherlands', 'Netherlands', ' Malawi', ' Argentina', ' France']"
ECLI:NL:RBNNE:2021:1736,bmk,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1736,benzylmethylketon,"[' Malawi', ' Netherlands']"
ECLI:NL:RBNNE:2021:1736,n-formylamfetamine,"[' Argentina', ' France']"
ECLI:NL:RBOVE:2014:940,hennep,[' Netherlands']
ECLI:NL:RBROT:2022:1348,cocaïne,"[' Netherlands', 'Laos', ' Burkina Faso']"
ECLI:NL:RBROT:2022:1348,cocaïnetransporten,"[' Netherlands', ' Burkina Faso']"
ECLI:NL:RBDHA:2017:770,drugs,['Norway']
ECLI:NL:RBNHO:2021:264,cocaïne,"['Brazil', ' Netherlands', ' Trinidad and Tobago', 'Ecuador', 'Suriname', 'South America', 'Netherlands']"
ECLI:NL:RBNHO:2021:264,drugs,"['Brazil', ' Netherlands', ' Trinidad and Tobago', 'South America', 'Netherlands']"
ECLI:NL:RBAMS:2014:4487,drugs,['South America']
ECLI:NL:RBGRO:2010:BL2673,marihuana,['Germany']
ECLI:NL:RBGRO:2010:BL2673,hennep,['France']
ECLI:NL:RBBRE:2000:AA9188,marihuana,[' United Kingdom']
ECLI:NL:RVS:2011:BR0497,drugs,[' Netherlands']
ECLI:NL:RBROT:2014:1432,speed,[' Netherlands']
ECLI:NL:RBMAA:2009:BK0037,drugs,[' Netherlands']
ECLI:NL:PHR:2021:336,weed,['Germany']
ECLI:NL:PHR:2021:336,hennep,['Germany']
ECLI:NL:PHR:2021:336,harddrugs,[' Belgium']
ECLI:NL:RBOBR:2022:431,amfetamine,"[' Belgium', 'Belgium']"
ECLI:NL:RBOBR:2021:6265,hasjiesj,"[' Netherlands', ' United Kingdom', 'Italy', 'Pakistan']"
ECLI:NL:RBOBR:2021:6265,hennep,"[' Netherlands', ' United Kingdom', 'Italy', 'Pakistan']"
ECLI:NL:RBAMS:2020:5061,drugs,['Slovakia']
ECLI:NL:RBMNE:2017:1323,drugs,"['Spain', ' Netherlands', ' Canada']"
ECLI:NL:RBAMS:2015:10270,cocaïne,"['Switzerland', 'Netherlands']"
ECLI:NL:RBALM:2012:BV8931,mdma,[' Netherlands']
ECLI:NL:RBALM:2012:BV8931,xtc,[' Netherlands']
ECLI:NL:RBALM:2012:BV8931,pillen,[' Netherlands']
ECLI:NL:RBALK:2007:BB5173,cocaïne,"[' United Kingdom', ' Belgium', ' South Africa']"
ECLI:NL:RBALK:2007:BB5173,cannabis,"[' South Africa', ' United Kingdom']"
ECLI:NL:GHSGR:2004:AR3427,amfetamine,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBHAA:2009:BL1428,cocaïne,"['Brazil', 'Netherlands']"
ECLI:NL:RBSHE:2008:BG6098,heroïne,"['Ireland', 'Germany']"
ECLI:NL:RBOBR:2022:298,mdma,[' Netherlands']
ECLI:NL:RBOBR:2022:298,amfetamine,[' Netherlands']
ECLI:NL:RBOBR:2022:298,amfetaminepasta,[' Netherlands']
ECLI:NL:RBOBR:2022:298,mdma-pillen,[' Netherlands']
ECLI:NL:RBOBR:2022:298,drugs,[' Netherlands']
ECLI:NL:RBGEL:2019:1510,amfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:1510,amfetaminebase,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:1510,ghb,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:1510,mdma,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:1510,drugs,[' Netherlands']
ECLI:NL:RBLIM:2016:8981,formamide,[' Netherlands']
ECLI:NL:RBLIM:2016:8981,amfetamine,[' Netherlands']
ECLI:NL:RBROT:2016:6556,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2022:1349,cocaïnetransporten,"[' Netherlands', ' United States']"
ECLI:NL:RBROT:2022:1349,cocaïne,"[' Netherlands', ' United States']"
ECLI:NL:RBDHA:2021:2242,formamide,[' Netherlands']
ECLI:NL:RBDHA:2021:2242,amfetamine,[' Netherlands']
ECLI:NL:RBDHA:2021:2242,bmk,[' Netherlands']
ECLI:NL:RBDHA:2021:2242,mdma,[' Netherlands']
ECLI:NL:PHR:2017:489,drugs,"[' Belgium', ' Turkey']"
ECLI:NL:RBMNE:2021:1213,cocaïne,"[' Netherlands', ' Kenya', ' United Kingdom']"
ECLI:NL:RBMNE:2021:1213,heroïne,"[' Netherlands', ' United Kingdom']"
ECLI:NL:RBMNE:2021:1213,drugs,[' United Kingdom']
ECLI:NL:RBMNE:2021:1213,harddrugs,[' United Kingdom']
ECLI:NL:GHAMS:2020:890,drugs,[' Belgium']
ECLI:NL:GHSHE:2019:1016,mdma,['Australia']
ECLI:NL:RBAMS:2014:6849,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', ' Belgium']"
ECLI:NL:RBAMS:2014:6849,drugs,"['Netherlands', 'Belgium', ' Belgium', ' Netherlands']"
ECLI:NL:RBAMS:2014:6849,amfetamine,"['Netherlands', 'Belgium', ' Belgium']"
ECLI:NL:RBAMS:2014:6849,fenacetine,[' Belgium']
ECLI:NL:RBMNE:2021:1415,cocaïne,[' United Kingdom']
ECLI:NL:RBMNE:2021:1415,heroïne,[' United Kingdom']
ECLI:NL:RBMNE:2021:1415,harddrugs,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBMNE:2021:130,lsd,[' Netherlands']
ECLI:NL:GHDHA:2020:2160,hasj,"[' Netherlands', 'Hungary', 'Netherlands']"
ECLI:NL:GHDHA:2020:2160,cocaïne,"[' Netherlands', 'Hungary', 'Netherlands']"
ECLI:NL:PHR:2020:726,apaan,"[' Netherlands', 'China', 'Netherlands']"
ECLI:NL:PHR:2020:726,bmk,[' Netherlands']
ECLI:NL:PHR:2020:726,amfetamine,[' Netherlands']
ECLI:NL:RBDHA:2019:14815,cocaïne,"[' Italy', ' Netherlands']"
ECLI:NL:RBMNE:2017:3911,cocaïne,[' Netherlands']
ECLI:NL:RBAMS:2014:4084,drugs,['South America']
ECLI:NL:PHR:2011:BQ3026,cocaïne,['Switzerland']
ECLI:NL:RBALM:2009:BK7651,hennep,"[' Germany', 'Germany']"
ECLI:NL:RBALM:2009:BK7651,drugs,['Germany']
ECLI:NL:PHR:2005:AR7626,hasjiesj,['Germany']
ECLI:NL:PHR:2005:AR7626,marihuana,['Germany']
ECLI:NL:RBHAA:2005:AT4419,pillen,['Thailand']
ECLI:NL:RBHAA:2005:AT4419,xtc,['Thailand']
ECLI:NL:RBHAA:2005:AT4419,xtc-pillen,['Thailand']
ECLI:NL:PHR:2018:735,cocaine,"[' Netherlands', ' United States']"
ECLI:NL:PHR:2018:735,drugs,"[' United States', ' Netherlands']"
ECLI:NL:GHSHE:2021:2881,drugs,['Spain']
ECLI:NL:GHSHE:2021:2881,amfetamine,[' Netherlands']
ECLI:NL:GHSHE:2021:2881,mierenzuur,[' Netherlands']
ECLI:NL:GHSHE:2021:2881,formamide,[' Netherlands']
ECLI:NL:RBDHA:2018:14332,drugs,"[' Italy', ' Netherlands', 'Belgium']"
ECLI:NL:RBDHA:2018:14332,mdma,[' Netherlands']
ECLI:NL:RBOBR:2014:5407,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2014:5407,formamide,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2014:5407,apaan,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2014:5407,drugs,"['Poland', 'Netherlands']"
ECLI:NL:RBAMS:2014:6785,drugs,"['Netherlands', 'Belgium']"
ECLI:NL:RBAMS:2014:6785,cocaïne,"['Netherlands', 'Belgium', ' Netherlands']"
ECLI:NL:RBAMS:2014:6785,amfetamine,"['Netherlands', 'Belgium']"
ECLI:NL:RBROT:2017:1821,drugs,[' Chile']
ECLI:NL:RBROT:2017:1821,cocaïne,"[' Chile', ' United States', 'Netherlands']"
ECLI:NL:RBMNE:2013:7454,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', 'Africa']"
ECLI:NL:RBMNE:2013:7454,drugs,['Africa']
ECLI:NL:GHSHE:2022:632,drugs,"[' Netherlands', ' Italy']"
ECLI:NL:GHSHE:2022:632,bmk,"[' Spain', ' United Kingdom', ' Netherlands']"
ECLI:NL:GHSHE:2022:632,benzylmethylketon,"[' Spain', ' United Kingdom']"
ECLI:NL:GHSHE:2022:632,pmk,"[' Spain', ' United Kingdom']"
ECLI:NL:GHSHE:2022:632,piperonylmethylketon,"[' Spain', ' United Kingdom']"
ECLI:NL:GHSHE:2022:632,apaan,"[' Spain', ' United Kingdom']"
ECLI:NL:GHSHE:2022:632,aceton,"[' Spain', ' United Kingdom']"
ECLI:NL:GHSHE:2022:632,apaa,[' Netherlands']
ECLI:NL:GHSHE:2022:632,amfetamine,[' Netherlands']
ECLI:NL:RBNNE:2021:1798,bmk,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1798,benzylmethylketon,"[' Malawi', ' Netherlands']"
ECLI:NL:RBNNE:2021:1798,amfetamine,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1798,n-formylamfetamine,"[' Argentina', ' France']"
ECLI:NL:RBGEL:2019:1565,amfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:1565,ghb,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:1565,mdma,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:1565,drugs,[' Netherlands']
ECLI:NL:GHSHE:2017:1082,drugs,"['Germany', 'Mexico']"
ECLI:NL:GHAMS:2000:AA5147,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHAMS:2000:AA5147,drugs,[' Netherlands']
ECLI:NL:GHAMS:2000:AA5147,hashish,"[' Netherlands', ' Belgium', 'Netherlands', ' United Kingdom', 'Belgium', ' France', ' United States', ' South Africa', ' Denmark']"
ECLI:NL:GHAMS:2000:AA5147,marihuana,"[' Netherlands', ' Belgium', 'Netherlands', ' United Kingdom', 'Belgium', ' South Africa', ' Denmark']"
ECLI:NL:RBROT:2022:1136,drugs,[' Netherlands']
ECLI:NL:RBAMS:2021:7818,drugs,"[' Belgium', 'Belgium']"
ECLI:NL:RBOBR:2021:6263,hasjiesj,"[' Netherlands', ' United Kingdom', 'Italy', ' Colombia', 'Pakistan']"
ECLI:NL:RBOBR:2021:6263,hennep,"[' Netherlands', ' United Kingdom', 'Italy', ' Colombia', 'Pakistan']"
ECLI:NL:RBOBR:2021:6262,hasjiesj,"[' Netherlands', ' United Kingdom', 'Italy', 'Pakistan']"
ECLI:NL:RBOBR:2021:6262,hennep,"[' Netherlands', ' United Kingdom', 'Italy', 'Pakistan']"
ECLI:NL:RBROT:2020:11144,drugs,['South America']
ECLI:NL:PHR:2020:724,cocaïne,"['Switzerland', 'Netherlands']"
ECLI:NL:RBROT:2019:8433,drugs,['South America']
ECLI:NL:RBZWB:2019:6309,amfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2016:136,mdma,"[' Belgium', ' Germany', 'Belgium', 'Germany']"
ECLI:NL:PHR:2016:136,amfetamine,"[' Belgium', ' Germany', 'Belgium', 'Germany']"
ECLI:NL:RBGRO:2010:BL2766,hennep,['France']
ECLI:NL:RBHAA:2008:BC5386,drugs,"[' Mongolia', ' France']"
ECLI:NL:RBBRE:2004:AR4371,pillen,[' United Kingdom']
ECLI:NL:RBBRE:2004:AR4555,pillen,"[' United Kingdom', ' Netherlands']"
ECLI:NL:GHSGR:2000:AD9749,heroïne,['Germany']
ECLI:NL:GHSGR:2000:AD9749,cocaïne,['Germany']
ECLI:NL:GHSGR:2000:AD9749,xtc-pillen,['Germany']
ECLI:NL:RBZWB:2021:3145,drugs,['Germany']
ECLI:NL:RBGEL:2019:6246,amfetamine,[' Netherlands']
ECLI:NL:RBLIM:2014:10343,heroïne,[' Netherlands']
ECLI:NL:RBROE:2007:BA0956,amfetamine,"[' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:RBROE:2007:BA0956,mdma,"[' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:RBROE:2007:BA0956,mdea,"[' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:RBROE:2007:BA0956,methanol,[' Netherlands']
ECLI:NL:GHSHE:2005:AU8806,xtc-pillen,"['Germany', ' Germany']"
ECLI:NL:GHSHE:2005:AU8806,xtc,[' Netherlands']
ECLI:NL:GHSHE:2005:AU8806,pillen,[' Netherlands']
ECLI:NL:GHSHE:2021:539,drugs,"[' Italy', ' Argentina']"
ECLI:NL:RBLIM:2019:5262,bmk,[' Germany']
ECLI:NL:RBLIM:2019:5262,amfetamine,[' Germany']
ECLI:NL:RBLIM:2019:5262,drugs,[' Netherlands']
ECLI:NL:RBDHA:2019:1687,amfetamine,[' Netherlands']
ECLI:NL:RBDHA:2019:1687,azijnzuuranhydride,[' Netherlands']
ECLI:NL:RBDHA:2019:1687,heroïne,[' Netherlands']
ECLI:NL:RBSGR:2009:BJ6432,xtc,"['United Kingdom', ' United States', ' Belgium', 'Netherlands']"
ECLI:NL:RBSGR:2009:BJ6432,xtc-pillen,"['United Kingdom', 'Netherlands', ' Belgium']"
ECLI:NL:RBMNE:2021:1214,harddrugs,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBMNE:2021:1214,drugs,"[' United Kingdom', ' Netherlands']"
ECLI:NL:RBMNE:2021:1214,cocaïne,"[' United Kingdom', ' Kenya']"
ECLI:NL:RBMNE:2021:1214,heroïne,[' United Kingdom']
ECLI:NL:RBHAA:2011:BU4079,hasj,"[' Netherlands', 'Morocco', ' Morocco', ' Spain', 'Netherlands']"
ECLI:NL:RBHAA:2011:BU4025,hasj,"['Portugal', 'Morocco', ' Spain', ' United Kingdom', ' France', 'Netherlands', 'Spain', 'France']"
ECLI:NL:PHR:2021:569,amfetamine,"[' Netherlands', ' United Kingdom']"
ECLI:NL:PHR:2021:569,drugs,[' United Kingdom']
ECLI:NL:RBMNE:2020:151,hennep,"[' Netherlands', 'Netherlands', 'Spain']"
ECLI:NL:RBMNE:2020:151,hasj,"[' Netherlands', 'Netherlands', 'Spain']"
ECLI:NL:RBGEL:2017:1161,drugs,['Turkey']
ECLI:NL:RBGEL:2017:1161,heroïne,[' Belgium']
ECLI:NL:PHR:2017:152,cocaine,"[' Netherlands', ' United States']"
ECLI:NL:RBDHA:2013:BZ8314,cocaïne,[' Belgium']
ECLI:NL:RBAMS:2006:AX8291,drugs,['Italy']
ECLI:NL:RBAMS:2006:AX8291,cocaïne,['Italy']
ECLI:NL:RBAMS:2006:AX8291,ecstasy,['Italy']
ECLI:NL:RBAMS:2006:AX8291,marihuana,['Italy']
ECLI:NL:GHARN:2004:AO7558,cocaïne,"['Germany', 'Italy', 'United States', 'Canada', 'Sweden']"
ECLI:NL:GHARN:2004:AO7558,xtc-pillen,"['Germany', 'Italy', 'United States', 'Canada', 'Sweden']"
ECLI:NL:RBMNE:2021:1228,drugs,[' United Kingdom']
ECLI:NL:RBMNE:2021:1228,cocaïne,"[' United Kingdom', ' Kenya']"
ECLI:NL:RBMNE:2021:1228,heroïne,[' United Kingdom']
ECLI:NL:RBMNE:2021:1228,harddrugs,[' United Kingdom']
ECLI:NL:PHR:2021:823,amfetamine,[' United Kingdom']
ECLI:NL:PHR:2021:823,amfetaminebase,[' United Kingdom']
ECLI:NL:HR:2014:921,cocaïne,['Germany']
ECLI:NL:RBDOR:2008:BD8014,drugs,"[' Spain', ' Iran']"
ECLI:NL:HR:2008:BC3763,heroïne,[' United Kingdom']
ECLI:NL:GHAMS:2004:AT7232,cocaïne,"[' Netherlands', 'Netherlands', ' France', ' United Kingdom']"
ECLI:NL:RBOBR:2014:5406,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2014:5406,formamide,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2014:5406,apaan,"['Poland', 'Netherlands']"
ECLI:NL:RBOBR:2014:5406,drugs,"['Poland', 'Netherlands']"
ECLI:NL:RBAMS:2021:3067,harddrugs,[' Netherlands']
ECLI:NL:RBOBR:2019:1289,drugs,"['Belgium', 'Netherlands']"
ECLI:NL:RBOBR:2019:1289,cannabis,"['Belgium', 'Netherlands']"
ECLI:NL:RBOBR:2019:1289,cocaïne,[' United Kingdom']
ECLI:NL:RBOVE:2022:772,harddrugs,[' Netherlands']
ECLI:NL:RBMNE:2021:1284,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2021:969,cocaïne,[' Belgium']
ECLI:NL:RBNHO:2021:1259,mdma,[' Belgium']
