ecli,drug,relevant_countries
ECLI:NL:RBLIM:2016:8985,methanol,[' Netherlands']
ECLI:NL:RBLIM:2016:8985,amfetamine,[' Netherlands']
ECLI:NL:GHSHE:2014:59,mdma,"[' Belgium', ' Germany', 'Belgium', 'Germany']"
ECLI:NL:GHSHE:2014:59,amfetamine,"[' Belgium', ' Germany', 'Belgium', 'Germany']"
ECLI:NL:PHR:2009:BH5700,xtc,['Germany']
ECLI:NL:PHR:2009:BH5700,pillen,['Germany']
ECLI:NL:HR:2006:AY6631,marihuana,"[' Germany', 'Germany', 'Netherlands']"
ECLI:NL:HR:2006:AY6631,xtc,[' Germany']
ECLI:NL:HR:2006:AY6631,pillen,[' Germany']
ECLI:NL:HR:2006:AY6631,amfetamine,"[' Germany', 'Germany', 'Netherlands']"
ECLI:NL:HR:2006:AY6631,amfetaminebase,[' Germany']
ECLI:NL:HR:2006:AY6631,drugs,[' Germany']
ECLI:NL:HR:2006:AY6631,ecstasy,"['Germany', 'Netherlands']"
ECLI:NL:HR:2006:AY6631,tabletten,"['Germany', 'Netherlands']"
ECLI:NL:GHSGR:2000:AD9722,heroïne,['Germany']
ECLI:NL:GHSGR:2000:AD9722,cocaïne,['Germany']
ECLI:NL:GHSGR:2000:AD9722,xtc-pillen,['Germany']
ECLI:NL:GHSGR:2000:AD9722,pillen,['Germany']
ECLI:NL:PHR:2019:305,drugs,[' Netherlands']
ECLI:NL:RBLIM:2018:5998,drugs,[' Netherlands']
ECLI:NL:GHSHE:2017:3072,hennep,"['United Kingdom', ' United Kingdom', ' Belgium']"
ECLI:NL:OGHACMB:2012:BW0553,cocaïne,"[' Morocco', ' Netherlands']"
ECLI:NL:RBUTR:2009:BJ2252,hasj,"[' Spain', 'Morocco', 'Spain', ' Morocco']"
ECLI:NL:GHAMS:2008:BC9992,cocaïne,['Brazil']
ECLI:NL:RBMNE:2020:114,hasj,"['Netherlands', 'Spain', ' Netherlands']"
ECLI:NL:RBMNE:2020:114,hennep,"['Spain', 'Netherlands']"
ECLI:NL:RBMNE:2020:114,drugs,"['Netherlands', 'Spain']"
ECLI:NL:RBMNE:2021:1250,harddrugs,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBMNE:2021:1250,drugs,[' United Kingdom']
ECLI:NL:RBMNE:2021:1250,cocaïne,"[' United Kingdom', 'Netherlands', ' Kenya']"
ECLI:NL:RBMNE:2021:1250,heroïne,"[' United Kingdom', 'Netherlands']"
ECLI:NL:PHR:2021:848,drugs,"[' Netherlands', 'Belgium']"
ECLI:NL:PHR:2021:848,formamide,[' Netherlands']
ECLI:NL:OGHACMB:2017:222,cocaïne,"[' Netherlands', 'Netherlands', ' South Africa']"
ECLI:NL:PHR:2007:BA2566,cocaïne,[' Netherlands']
ECLI:NL:HR:2007:BA2566,cocaïne,[' Netherlands']
ECLI:NL:HR:2004:AO6423,hashish,[' Netherlands']
ECLI:NL:HR:2004:AO6423,marihuana,[' Netherlands']
ECLI:NL:RBLIM:2017:12743,drugs,[' Netherlands']
ECLI:NL:RBDHA:2016:11177,xtc-pillen,[' Netherlands']
ECLI:NL:RBDHA:2016:11177,mdma,[' Netherlands']
ECLI:NL:RVS:2021:1146,drugs,[' Netherlands']
ECLI:NL:OGEAM:2020:46,cocaïne,"[' Morocco', ' Netherlands']"
ECLI:NL:CRVB:2018:559,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:RBHAA:2012:BX0997,cocaïne,"['Ecuador', 'Netherlands']"
ECLI:NL:CRVB:2007:BB5733,drugs,['France']
ECLI:NL:HR:2002:AD8887,drugs,[' Netherlands']
ECLI:NL:GHAMS:2021:1644,mdma,['Brazil']
ECLI:NL:RBROT:2021:3556,cocaïne,['Ecuador']
ECLI:NL:RBROT:2021:3556,drugs,['Ecuador']
ECLI:NL:RBDHA:2020:10777,drugs,"['United Kingdom', ' Belgium']"
ECLI:NL:RBOBR:2019:2860,amfetamine,[' Netherlands']
ECLI:NL:GHARL:2018:10678,cocaïne,"[' Netherlands', 'Portugal']"
ECLI:NL:RBMNE:2018:4320,mdma,[' Netherlands']
ECLI:NL:RBDHA:2017:12708,drugs,"[' Morocco', ' Russia']"
ECLI:NL:RBDHA:2014:11942,xtc-pillen,['Romania']
ECLI:NL:RBSHE:2012:BW8536,drugs,"[' United States', ' Suriname']"
ECLI:NL:GHSGR:2007:BA0456,heroïne,"['Netherlands', 'Turkey']"
ECLI:NL:RBSGR:2004:AO6207,drugs,"['Belgium', 'Netherlands', ' Netherlands']"
ECLI:NL:RBSGR:2004:AO6207,cocaïne,"['Belgium', 'Netherlands', ' Netherlands']"
ECLI:NL:GHSHE:2019:226,bmk,[' Netherlands']
ECLI:NL:GHSHE:2019:226,apaan,[' Netherlands']
ECLI:NL:RVS:2017:3359,harddrugs,[' Netherlands']
ECLI:NL:RBOVE:2016:4713,amfetamine,[' Netherlands']
ECLI:NL:RBOVE:2016:4713,bmk,[' Netherlands']
ECLI:NL:PHR:2008:BC4460,cocaïne,"['Kenya', ' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2006:AY6631,marihuana,"[' Germany', 'Germany', 'Netherlands']"
ECLI:NL:PHR:2006:AY6631,xtc,[' Germany']
ECLI:NL:PHR:2006:AY6631,pillen,[' Germany']
ECLI:NL:PHR:2006:AY6631,amfetamine,"[' Germany', 'Germany', 'Netherlands']"
ECLI:NL:PHR:2006:AY6631,amfetaminebase,[' Germany']
ECLI:NL:PHR:2006:AY6631,drugs,[' Germany']
ECLI:NL:PHR:2006:AY6631,ecstasy,"['Germany', 'Netherlands']"
ECLI:NL:PHR:2006:AY6631,tabletten,"['Germany', 'Netherlands']"
ECLI:NL:RBROE:2005:AU8669,xtc-pillen,[' Germany']
ECLI:NL:RBROE:2005:AU8669,amfetamine,[' Germany']
ECLI:NL:PHR:2019:589,drugs,['Turkey']
ECLI:NL:RBZWB:2018:6172,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2020:5983,amfetamine,"[' Netherlands', ' Belgium', ' The Bahamas']"
ECLI:NL:RBZWB:2020:5983,mdma,"[' Netherlands', ' Belgium', ' The Bahamas']"
ECLI:NL:RBZWB:2020:5983,drugs,[' Netherlands']
ECLI:NL:RBLIM:2019:5260,bmk,[' Germany']
ECLI:NL:RBLIM:2019:5260,amfetamine,[' Germany']
ECLI:NL:RBLIM:2019:5260,drugs,[' Netherlands']
ECLI:NL:RBGEL:2018:5192,drugs,[' Netherlands']
ECLI:NL:RBGEL:2018:5192,heroïne,[' Netherlands']
ECLI:NL:RBGEL:2018:5192,cocaïne,[' Netherlands']
ECLI:NL:OGHACMB:2017:246,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:OGHACMB:2017:246,drugs,[' Netherlands']
ECLI:NL:RBHAA:2012:BX4250,cocaïne,"['Poland', ' Poland', 'Europe']"
ECLI:NL:RBNNE:2021:1787,bmk,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1787,benzylmethylketon,"[' Malawi', ' Netherlands']"
ECLI:NL:RBNNE:2021:1787,amfetamine,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1787,n-formylamfetamine,"[' Argentina', ' France']"
ECLI:NL:PHR:2021:278,drugs,['China']
ECLI:NL:PHR:2021:278,apaan,['China']
ECLI:NL:RBLIM:2019:1676,mdma,['Germany']
ECLI:NL:RBLIM:2019:1676,ghb,[' Netherlands']
ECLI:NL:RBLIM:2019:1677,mdma,['Germany']
ECLI:NL:RBLIM:2019:1677,ghb,[' Netherlands']
ECLI:NL:RBMNE:2020:113,hasj,"['Netherlands', 'Spain', ' Netherlands']"
ECLI:NL:RBMNE:2020:113,hennep,['Spain']
ECLI:NL:RBMNE:2020:113,drugs,"['Netherlands', 'Spain']"
ECLI:NL:RBNNE:2018:3620,cocaïne,"[' Netherlands', 'Colombia', 'Netherlands']"
ECLI:NL:RBNNE:2018:3620,cocaïnetransport,"[' Netherlands', 'Colombia', 'Netherlands']"
ECLI:NL:RBNHO:2016:1979,cocaïne,"['Sweden', 'Peru', 'South America', ' Netherlands', 'Netherlands']"
ECLI:NL:RBNHO:2016:1979,amfetamine,"['Sweden', 'Peru']"
ECLI:NL:RBNHO:2016:1979,hennep,['Germany']
ECLI:NL:RBNHO:2016:1979,drugs,"['Sweden', 'Netherlands']"
ECLI:NL:RBNHO:2016:1979,cocaine,['Peru']
ECLI:NL:RBNHO:2016:1979,harddrugs,['Sweden']
ECLI:NL:RBMNE:2021:1249,harddrugs,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBMNE:2021:1249,drugs,[' United Kingdom']
ECLI:NL:RBMNE:2021:1249,cocaïne,"[' United Kingdom', 'Netherlands', ' Kenya']"
ECLI:NL:RBMNE:2021:1249,heroïne,"[' United Kingdom', 'Netherlands']"
ECLI:NL:PHR:2021:851,drugs,[' Netherlands']
ECLI:NL:PHR:2021:851,formamide,[' Netherlands']
ECLI:NL:RBROT:2021:5147,hasjiesj,"['Netherlands', 'Morocco']"
ECLI:NL:RBNHO:2021:2722,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:GHSHE:2012:BY4113,xtc-tabletten,[' Netherlands']
ECLI:NL:GHSHE:2012:BY4113,cocaïne,[' Netherlands']
ECLI:NL:GHSHE:2012:BY4113,ghb,[' Netherlands']
ECLI:NL:GHSHE:2012:BY4113,drugs,[' Netherlands']
ECLI:NL:RBUTR:2007:BC0848,hennep,[' Belgium']
ECLI:NL:RBSHE:2007:BA2132,heroïne,"['Italy', 'Netherlands']"
ECLI:NL:RBAMS:2005:AS8842,heroïne,"['Spain', ' United Kingdom', 'Turkey', 'Portugal', ' Angola']"
ECLI:NL:HR:2004:AR3267,pillen,[' United States']
ECLI:NL:HR:2004:AR3267,mdma,[' United States']
ECLI:NL:GHLEE:2003:AG3267,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:HR:2002:AD8886,drugs,[' Netherlands']
ECLI:NL:RBBRE:2002:AD9203,xtc,"['France', ' France']"
ECLI:NL:RBBRE:2002:AD9203,pillen,"['France', ' France']"
ECLI:NL:RBBRE:2002:AD9203,hasjiesj,"['France', ' France']"
ECLI:NL:PHR:2021:850,drugs,[' Netherlands']
ECLI:NL:PHR:2021:850,formamide,[' Netherlands']
ECLI:NL:RBROT:2017:5123,cocaïne,"['Brazil', ' Netherlands', ' United States', 'Netherlands']"
ECLI:NL:PHR:2015:2710,cocaïne,"[' Italy', 'Netherlands', 'Italy']"
ECLI:NL:GHDHA:2013:4945,cocaïne,[' Netherlands']
ECLI:NL:PHR:2013:972,apaan,"['China', 'Netherlands', 'Poland']"
ECLI:NL:RBDHA:2013:9948,ghb,"[' Germany', ' Netherlands']"
ECLI:NL:GHAMS:2012:BV6948,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2011:BU2837,cocaïne,"['Brazil', 'Netherlands']"
ECLI:NL:RBSGR:2010:BN5922,cocaïne,"[' Trinidad and Tobago', 'Netherlands']"
ECLI:NL:RBHAA:2009:BJ8784,hasj,"['France', 'Portugal', 'Netherlands']"
ECLI:NL:RVS:2009:BI0424,harddrugs,[' Netherlands']
ECLI:NL:PHR:2001:AD4292,heroïne,"['Netherlands', ' United States']"
ECLI:NL:PHR:2001:AD4292,mdma,"['Netherlands', ' United States']"
ECLI:NL:RBHAA:2011:BQ4035,cocaïne,"['Peru', 'Netherlands', ' Japan']"
ECLI:NL:RBROT:2018:8544,heroïne,[' Belgium']
ECLI:NL:RBROT:2018:8544,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:RBROT:2018:8544,morfine,[' Belgium']
ECLI:NL:RBROT:2018:8545,heroïne,[' Belgium']
ECLI:NL:RBROT:2018:8545,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:RBROT:2018:8545,morfine,[' Belgium']
ECLI:NL:RBLIM:2016:8980,amfetamine,[' Netherlands']
ECLI:NL:RBLIM:2016:8980,mierenzuur,[' Netherlands']
ECLI:NL:GHAMS:2011:BV0050,cocaïne,"['Netherlands', ' Morocco', ' Netherlands']"
ECLI:NL:RBUTR:2009:BJ2160,hasj,"[' Spain', 'Morocco', 'Spain', ' Morocco']"
ECLI:NL:PHR:2018:1086,cannabis,"[' Netherlands', ' Morocco']"
ECLI:NL:PHR:2018:1086,drugs,"[' Netherlands', ' Morocco']"
ECLI:NL:PHR:2018:177,hennep,['Belgium']
ECLI:NL:PHR:2018:177,xtc,['Belgium']
ECLI:NL:PHR:2018:177,cocaïne,['Belgium']
ECLI:NL:PHR:2018:177,drugs,['Belgium']
ECLI:NL:RBNNE:2021:1704,amfetamine,"[' Netherlands', ' Norway', ' Malawi', ' Argentina', ' France', 'Netherlands']"
ECLI:NL:RBNNE:2021:1704,harddrugs,"[' Netherlands', ' Norway', 'Netherlands']"
ECLI:NL:RBNNE:2021:1704,bmk,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1704,benzylmethylketon,"[' Malawi', ' Netherlands']"
ECLI:NL:RBNNE:2021:1704,mapa,"[' Malawi', ' Netherlands']"
ECLI:NL:RBNNE:2021:1704,n-formylamfetamine,"[' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1704,formamide,[' Netherlands']
ECLI:NL:RBNNE:2021:1704,apaan,[' Netherlands']
ECLI:NL:RBNNE:2021:1652,bmk,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1652,benzylmethylketon,"[' Malawi', ' Netherlands']"
ECLI:NL:RBNNE:2021:1652,amfetamine,"[' Malawi', ' Argentina', ' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1652,n-formylamfetamine,"[' Argentina', ' France']"
ECLI:NL:GHAMS:2019:5162,cocaïne,"[' Netherlands', 'Venezuela', 'Chile']"
ECLI:NL:RBLIM:2019:1679,mdma,['Germany']
ECLI:NL:RBLIM:2019:1679,ghb,[' Netherlands']
ECLI:NL:RBROT:2018:8542,heroïne,[' Belgium']
ECLI:NL:RBROT:2018:8542,cocaïne,"['Netherlands', 'Colombia', ' Belgium']"
ECLI:NL:RBDHA:2013:CA1921,cannabis,[' France']
ECLI:NL:GHSHE:2013:BZ5792,drugs,[' Germany']
ECLI:NL:RBAMS:2010:BN1279,cocaine,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBAMS:2010:BN1279,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2010:BK0972,cocaïne,[' Netherlands']
ECLI:NL:RBDOR:2009:BJ2060,amfetamine,[' United Kingdom']
ECLI:NL:RBDOR:2009:BJ2060,xtc-pillen,[' United Kingdom']
ECLI:NL:RBDOR:2009:BJ2060,hennep,"['Belgium', ' Netherlands']"
ECLI:NL:RBDOR:2009:BJ2044,xtc-pillen,"[' Netherlands', ' Sweden', 'Netherlands', ' France', ' United Kingdom']"
ECLI:NL:RBDOR:2009:BJ2044,amfetamine,"[' Netherlands', ' Sweden', 'Netherlands', ' France', ' United Kingdom']"
ECLI:NL:RBDOR:2009:BJ2044,mdma,"[' Netherlands', ' Sweden', 'Netherlands', ' France', ' United Kingdom']"
ECLI:NL:RBDOR:2009:BJ2044,weed,[' United Kingdom']
ECLI:NL:RBDOR:2009:BJ2044,hennep,"['Belgium', ' Netherlands']"
ECLI:NL:RBBRE:2009:BH2386,hennep,"['Thailand', 'Netherlands']"
ECLI:NL:GHAMS:2002:AE1352,cocaïne,[' Netherlands']
ECLI:NL:RBLIM:2021:7546,harddrugs,['Germany']
ECLI:NL:RBROT:2018:8626,heroïne,"[' Belgium', 'Iran']"
ECLI:NL:RBROT:2018:8626,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:RBROT:2018:8626,morfine,"[' Belgium', 'Iran']"
ECLI:NL:PHR:2004:AP8439,drugs,['Switzerland']
ECLI:NL:RBNHO:2018:3181,azijnzuuranhydride,"[' Netherlands', ' Belgium', 'Netherlands', 'Belgium', ' Germany', 'Germany', 'Afghanistan']"
ECLI:NL:GHAMS:2021:1212,drugs,[' Belgium']
ECLI:NL:RBAMS:2019:6623,drugs,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2019:6623,cannabis,"['Belgium', 'Netherlands']"
ECLI:NL:GHAMS:2016:2984,cocaïne,"['Netherlands', 'Italy']"
ECLI:NL:GHAMS:2016:2984,drugs,"['Netherlands', 'Italy']"
ECLI:NL:RBHAA:2012:BZ6265,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2012:BY4116,cocaïne,[' Netherlands']
ECLI:NL:RBUTR:2009:BK6600,hasjiesj,['Spain']
ECLI:NL:RBZLY:2009:BJ5716,cocaïne,"[' Germany', 'South America', 'Netherlands']"
ECLI:NL:RBUTR:2008:BD1598,amfetamine,[' United Kingdom']
ECLI:NL:PHR:2008:BC0828,cocaïne,[' Netherlands']
ECLI:NL:PHR:2008:BC0828,harddrugs,[' Netherlands']
ECLI:NL:RBSGR:2006:AY0309,cocaïne,[' Netherlands']
ECLI:NL:PHR:2004:AR3267,pillen,[' United States']
ECLI:NL:PHR:2004:AR3267,mdma,[' United States']
ECLI:NL:CRVB:2004:AO7399,drugs,[' Netherlands']
ECLI:NL:RBROT:2019:8168,paracetamol,"[' Germany', 'Germany', 'Austria']"
ECLI:NL:RBROT:2019:8168,fenacetine,"[' Germany', 'Germany', 'Austria']"
ECLI:NL:HR:2019:493,cannabis,['Belgium']
ECLI:NL:HR:2019:490,cannabis,['Belgium']
ECLI:NL:PHR:2018:1463,hasjiesj,['Germany']
ECLI:NL:RBAMS:2018:1738,drugs,['Ireland']
ECLI:NL:RBGEL:2016:4166,cocaïne,[' Democratic Republic of the Congo']
ECLI:NL:RBAMS:2011:BQ2019,harddrugs,[' Netherlands']
ECLI:NL:PHR:2010:BM0948,cocaïne,"[' Morocco', ' Netherlands']"
ECLI:NL:RBAMS:2007:BD6774,heroïne,"['Turkey', 'Germany', 'Netherlands', ' Germany']"
ECLI:NL:RBBRE:2006:AY7915,drugs,[' Netherlands']
ECLI:NL:RBBRE:2004:AR4560,pillen,[' United Kingdom']
ECLI:NL:RBBRE:2004:AR4560,drugs,[' Netherlands']
ECLI:NL:RBBRE:2004:AR4560,harddrugs,[' Belgium']
ECLI:NL:GHSHE:2003:AO7288,methamfetamine,[' Netherlands']
ECLI:NL:GHSHE:2003:AO7288,mdma,[' Netherlands']
ECLI:NL:GHSHE:2003:AO7288,aceton,[' Netherlands']
ECLI:NL:RBHAA:2003:AO0750,mdma,"['Australia', 'Spain', 'Netherlands']"
ECLI:NL:RBHAA:2003:AO0750,xtc-pillen,"['Australia', 'Spain', 'Netherlands']"
ECLI:NL:RBHAA:2003:AO0750,hasj,"['Australia', 'Spain', 'Netherlands']"
ECLI:NL:RBLIM:2019:5261,bmk,[' Germany']
ECLI:NL:RBLIM:2019:5261,amfetamine,[' Germany']
ECLI:NL:RBLIM:2019:5261,drugs,[' Netherlands']
ECLI:NL:RBLIM:2013:9040,harddrugs,[' Netherlands']
ECLI:NL:RBLIM:2021:7538,harddrugs,['Germany']
ECLI:NL:PHR:2021:849,drugs,[' Netherlands']
ECLI:NL:PHR:2021:849,formamide,[' Netherlands']
ECLI:NL:RBHAA:2010:BN0958,drugs,"['Australia', 'Mexico', ' Netherlands']"
ECLI:NL:RBHAA:2010:BN0958,harddrugs,['Australia']
ECLI:NL:RBHAA:2010:BN0958,pseudo-efedrine,"[' Spain', ' United Kingdom', ' Belgium']"
ECLI:NL:RBHAA:2010:BN0958,metamfetamine,"['Australia', ' Netherlands', 'Mexico', 'Pakistan']"
ECLI:NL:PHR:2019:1010,cocaïne,[' United Kingdom']
ECLI:NL:RBMNE:2018:235,mdma,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:235,amfetamine,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:235,cocaïne,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:235,harddrugs,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:235,hasjiesj,[' Netherlands']
ECLI:NL:RBMNE:2018:235,hennep,[' Netherlands']
ECLI:NL:RBSHE:2010:BM2255,drugs,[' Netherlands']
ECLI:NL:RBSHE:2010:BM2255,mdma,[' Netherlands']
ECLI:NL:RBSHE:2010:BM2255,xtc-pillen,[' Netherlands']
ECLI:NL:PHR:2006:AU8131,drugs,[' Netherlands']
ECLI:NL:GHSHE:2003:AF5296,harddrugs,"[' Netherlands', 'Netherlands', 'Italy']"
ECLI:NL:GHSHE:2003:AF5296,cocaïne,['Italy']
ECLI:NL:GHAMS:2001:AD9034,amfetamine,['Spain']
ECLI:NL:RBHAA:2001:AB0913,cocaïne,"['Netherlands', 'Colombia', ' Peru', 'Europe', 'Italy', ' Netherlands']"
ECLI:NL:RBMNE:2019:382,hasj,[' Netherlands']
ECLI:NL:RBLIM:2017:12784,drugs,[' Netherlands']
ECLI:NL:RBNHO:2022:1259,cocaïne,['Brazil']
ECLI:NL:RBNHO:2022:1259,drugs,[' Netherlands']
ECLI:NL:RBLIM:2021:2187,drugs,[' Netherlands']
ECLI:NL:RBAMS:2021:430,cocaïne,"['Czechia', 'Germany']"
ECLI:NL:RBAMS:2021:430,drugs,"['Czechia', 'Germany']"
ECLI:NL:RBDHA:2020:14101,drugs,[' Netherlands']
ECLI:NL:RBAMS:2019:6622,drugs,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2019:6622,cannabis,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2019:6624,drugs,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2019:6624,cannabis,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2019:6625,drugs,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2019:6625,cannabis,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2019:2570,amfetamine,"['Norway', 'Netherlands']"
ECLI:NL:RBAMS:2019:2570,hasj,"['Norway', 'Netherlands']"
ECLI:NL:RBAMS:2019:2570,harddrugs,"['Norway', 'Netherlands']"
ECLI:NL:RBAMS:2019:2570,drugs,"['Norway', 'Netherlands']"
ECLI:NL:RBAMS:2019:2570,cocaïne,['Norway']
ECLI:NL:RBAMS:2019:2570,mdma,['Norway']
ECLI:NL:HR:2018:1549,cocaïne,"[' Belgium', ' Netherlands']"
ECLI:NL:RBGEL:2018:3214,harddrugs,[' Netherlands']
ECLI:NL:RBROT:2018:1523,cocaïne,['Brazil']
ECLI:NL:RBNNE:2014:1034,hennep,['Germany']
ECLI:NL:RBROE:2008:BG4609,mdma,[' United Kingdom']
ECLI:NL:RBROE:2008:BG4609,amfetamine,[' United Kingdom']
ECLI:NL:RBZUT:2007:AZ7254,cocaïne,[' Netherlands']
ECLI:NL:RBZUT:2007:AZ7254,heroïne,[' Netherlands']
ECLI:NL:PHR:2002:AD8887,drugs,[' Netherlands']
ECLI:NL:RBROT:2021:10748,cocaïne,"['Brazil', ' Netherlands']"
ECLI:NL:RBDHA:2014:3465,drugs,[' Belgium']
ECLI:NL:GHAMS:2005:AU0360,drugs,[' United States']
ECLI:NL:GHAMS:2003:AF4504,drugs,"['Switzerland', ' United States']"
ECLI:NL:PHR:2002:AD9915,cocaïne,[' Netherlands']
ECLI:NL:PHR:2002:AD9915,mdma,[' Netherlands']
ECLI:NL:RBLIM:2021:7547,harddrugs,['Germany']
ECLI:NL:RBLIM:2021:7547,heroïne,[' Netherlands']
ECLI:NL:RBLIM:2021:7547,cocaïne,[' Netherlands']
ECLI:NL:RBLIM:2021:7547,mdma,[' Netherlands']
ECLI:NL:RBNHO:2021:234,cocaïne,"['Brazil', ' Netherlands', ' Trinidad and Tobago', 'Ecuador', 'Suriname', 'South America', 'Netherlands']"
ECLI:NL:RBNHO:2021:234,drugs,"['Brazil', ' Netherlands', ' Trinidad and Tobago', 'South America', 'Netherlands']"
ECLI:NL:GHAMS:2019:1476,cocaïne,[' Netherlands']
ECLI:NL:RBDHA:2015:12885,xtc,"['Netherlands', 'Turkey']"
ECLI:NL:RBDHA:2015:12885,heroïne,"['Netherlands', ' France', 'Turkey']"
ECLI:NL:RBDHA:2015:12885,harddrugs,"['Netherlands', ' France', 'Turkey']"
ECLI:NL:RBNNE:2014:1037,hennep,['Germany']
ECLI:NL:RBAMS:2013:6916,drugs,['Poland']
ECLI:NL:HR:2011:BQ0832,cocaïne,['Ecuador']
ECLI:NL:RBZLY:2009:BJ5712,cocaïne,"[' Germany', 'South America', 'Netherlands']"
ECLI:NL:PHR:2008:BF5060,cocaïne,"['Netherlands', 'Italy']"
ECLI:NL:RBAMS:2008:BF9080,drugs,"['Netherlands', 'Ireland', 'Belgium']"
ECLI:NL:RBHAA:2008:BC4727,heroïne,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBZUT:2007:AZ7229,cocaïne,[' Netherlands']
ECLI:NL:RBZUT:2007:AZ7229,heroïne,[' Netherlands']
ECLI:NL:RBARN:2006:AV1217,drugs,[' Netherlands']
ECLI:NL:RBSGR:2004:AQ4430,xtc-pillen,"[' Netherlands', ' Libya', ' United States']"
ECLI:NL:RBDOR:2004:AQ3814,heroïne,"[' Belgium', 'Belgium']"
ECLI:NL:RBDOR:2004:AQ3814,cocaïne,"[' Belgium', 'Belgium']"
ECLI:NL:PHR:2004:AO3562,cocaïne,"['Netherlands', 'Liechtenstein']"
ECLI:NL:PHR:2003:AF5420,mdma,"[' Netherlands', ' United States']"
ECLI:NL:RBSGR:2003:AF5516,cocaïne,['Venezuela']
ECLI:NL:RBARN:2000:AA7429,xtc-pillen,['Germany']
ECLI:NL:RBROT:2021:10746,cocaïne,"['Brazil', ' Netherlands']"
ECLI:NL:RBOBR:2021:5050,heroïne,"['Netherlands', 'France']"
ECLI:NL:RBGEL:2021:668,apaan,[' Netherlands']
ECLI:NL:RBGEL:2021:668,bmk,[' Netherlands']
ECLI:NL:RBGEL:2021:668,mierenzuur,[' Netherlands']
ECLI:NL:RBGEL:2021:668,formamide,[' Netherlands']
ECLI:NL:RBGEL:2021:668,amfetamine,[' Netherlands']
ECLI:NL:RBROT:2020:6477,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2019:2406,amfetamine,[' Netherlands']
ECLI:NL:RBOVE:2019:561,amfetamine,[' Netherlands']
ECLI:NL:PHR:2018:1364,drugs,"['Netherlands', 'Argentina']"
ECLI:NL:PHR:2018:1325,cocaïne,[' Netherlands']
ECLI:NL:RBAMS:2018:3180,cocaïne,[' Belgium']
ECLI:NL:RBOBR:2018:1586,hennep,"['Belgium', 'Netherlands', ' Belgium', ' Netherlands']"
ECLI:NL:GHAMS:2017:2971,drugs,[' Netherlands']
ECLI:NL:RBAMS:2016:8121,amfetaminen,"[' United Kingdom', 'Belgium', ' Germany', 'Germany']"
ECLI:NL:GHAMS:2015:4299,cocaïne,"['Netherlands', 'Brazil']"
ECLI:NL:HR:2015:2815,drugs,[' Netherlands']
ECLI:NL:HR:2015:2815,harddrugs,[' Netherlands']
ECLI:NL:HR:2015:2815,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBDHA:2015:9986,drugs,"[' Belgium', 'Netherlands', 'Belgium']"
ECLI:NL:RBROE:2011:BT8426,hennep,[' Netherlands']
ECLI:NL:PHR:2009:BJ9921,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBROE:2009:BH9463,hasjiesj,['Germany']
ECLI:NL:GHSGR:2008:BH2638,heroïne,"['Turkey', 'Netherlands']"
ECLI:NL:RBMAA:2001:AD3456,drugs,"['Netherlands', 'Ukraine']"
ECLI:NL:RBMAA:2001:AD3456,benzylmethylketon,"['Netherlands', 'Ukraine']"
