,ecli,drug,relevant_countries,volume,volume_type,general_volume_type,general_volume,countries_present,verdict_date,general_drug_type,semi_general_drug_type
3988,ECLI:NL:PHR:2019:584,drugs,['Turkey'],N/A,N/A,undefined,0,"{'Turkey': ['Republiek Turkije', 'Istanbul', 'Turkije']}",2019-04-06,unspecified,unspecified
3989,ECLI:NL:OGEAC:2018:325,drugs,['Curaçao'],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2018-12-21,unspecified,unspecified
3990,ECLI:NL:RBAMS:2018:7622,drugs,[],N/A,N/A,undefined,0,"{'France': ['Lyon', 'Frankrijk', 'Nîmes']}",2018-10-25,unspecified,unspecified
3991,ECLI:NL:RBAMS:2018:4588,harddrugs,[],N/A,N/A,undefined,0,"{'United Kingdom': ['Engeland'], 'Norway': ['Noorwegen'], 'Italy': ['Italië'], 'Spain': ['Spanje'], 'France': ['Frankrijk'], 'Germany': ['Duitsland']}",2018-06-28,harddrugs,unspecified
3992,ECLI:NL:RBAMS:2018:4588,heroïne,"['Netherlands', 'Norway']",95,kg,kg,95,"{'United Kingdom': ['Engeland'], 'Norway': ['Noorwegen'], 'Italy': ['Italië'], 'Spain': ['Spanje'], 'France': ['Frankrijk'], 'Germany': ['Duitsland']}",2018-06-28,harddrugs,heroin
3993,ECLI:NL:RBAMS:2018:4588,hasj,"['Netherlands', 'Spain', 'Norway']",2464,kg,kg,2464,"{'United Kingdom': ['Engeland'], 'Norway': ['Noorwegen'], 'Italy': ['Italië'], 'Spain': ['Spanje'], 'France': ['Frankrijk'], 'Germany': ['Duitsland']}",2018-06-28,softdrugs,cannabis
3994,ECLI:NL:RBAMS:2018:3279,drugs,[],N/A,N/A,undefined,0,"{'France': ['Verdun', 'Frankrijk', 'Nîmes']}",2018-05-15,unspecified,unspecified
3995,ECLI:NL:GHDHA:2017:3902,hennep,[],30,gram,gr,30,"{'Turkey': ['Turkije'], 'Norway': ['Bergen']}",2017-12-20,softdrugs,cannabis
3996,ECLI:NL:RBGEL:2016:4564,cocaïne,"['Netherlands', 'Curaçao']",900,gram,gr,900,{'Curaçao': ['Curaçao']},2016-03-08,harddrugs,cocaine
3997,ECLI:NL:RBNHO:2016:3883,drugs,[],N/A,N/A,undefined,0,"{'Albania': ['Albanië'], 'Spain': ['Spanje', 'Barcelona']}",2016-04-15,unspecified,unspecified
3998,ECLI:NL:PHR:2016:298,drugs,['Norway'],N/A,N/A,undefined,0,"{'Norway': ['Koninkrijk Noorwegen', 'Noorwegen', 'Halden'], 'Switzerland': ['Bundesgericht', 'Basel']}",2016-03-29,unspecified,unspecified
3999,ECLI:NL:PHR:2016:298,hasjiesj,['Norway'],N/A,N/A,undefined,0,"{'Norway': ['Koninkrijk Noorwegen', 'Noorwegen', 'Halden'], 'Switzerland': ['Bundesgericht', 'Basel']}",2016-03-29,softdrugs,cannabis
4000,ECLI:NL:OGEAA:2015:424,cocaïne,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2015-09-10,harddrugs,cocaine
4001,ECLI:NL:OGEAA:2015:424,hennep,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2015-09-10,softdrugs,cannabis
4002,ECLI:NL:RBDHA:2015:11345,lsd,['Russia'],N/A,N/A,undefined,0,"{'Russia': ['Moskou'], 'United Kingdom': ['Rusland']}",2015-01-10,harddrugs,psychedelics
4003,ECLI:NL:OGEAA:2015:364,cocaïne,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2015-09-18,harddrugs,cocaine
4004,ECLI:NL:OGEAA:2015:364,hennep,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2015-09-18,softdrugs,cannabis
4005,ECLI:NL:RBLIM:2014:10356,hennep,['Netherlands'],drie,gram,gr,3,"{'United States': ['Berg'], 'Germany': ['Bunde'], 'Ireland': ['Ierland']}",2014-02-12,softdrugs,cannabis
4006,ECLI:NL:RBLIM:2014:10356,hasjiesj,['Netherlands'],2789,gram,gr,2789,"{'United States': ['Berg'], 'Germany': ['Bunde'], 'Ireland': ['Ierland']}",2014-02-12,softdrugs,cannabis
4007,ECLI:NL:RBLIM:2014:10357,hennep,['Netherlands'],drie,gram,gr,3,"{'United States': ['Berg'], 'Germany': ['Bunde'], 'Ireland': ['Ierland']}",2014-02-12,softdrugs,cannabis
4008,ECLI:NL:RBLIM:2014:10357,hasjiesj,['Netherlands'],2789,gram,gr,2789,"{'United States': ['Berg'], 'Germany': ['Bunde'], 'Ireland': ['Ierland']}",2014-02-12,softdrugs,cannabis
4009,ECLI:NL:RBNHO:2014:5335,harddrugs,[],1000,gram,gr,1000,"{'Liberia': ['Liberia'], 'Rwanda': ['Kigali', 'Rwanda'], 'Burundi': ['Burundi'], 'United Kingdom': ['Groot-Brittannië']}",2014-05-28,harddrugs,unspecified
4010,ECLI:NL:RBNHO:2014:4916,drugs,['Peru'],N/A,N/A,undefined,0,"{'Costa Rica': ['Costa Rica'], 'Panama': ['Panama'], 'Peru': ['Lima', 'euro’s in Lima', 'Peru'], 'Spain': ['Spanje'], 'United States': ['US']}",2014-02-28,unspecified,unspecified
4011,ECLI:NL:GHARN:2010:BO4123,cocaïne,"['Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['Antwerpen', 'België'], 'Dominican Republic': ['Dominicaanse Republiek']}",2010-11-16,harddrugs,cocaine
4012,ECLI:NL:PHR:2010:BN7093,cocaïne,['Netherlands'],828,gram,gr,828,{'Malta': ['Malta']},2010-02-11,harddrugs,cocaine
4013,ECLI:NL:PHR:2010:BN7093,hennep,['Netherlands'],828,gram,gr,828,{'Malta': ['Malta']},2010-02-11,softdrugs,cannabis
4014,ECLI:NL:RBHAA:2010:BM9811,cocaïne,[],N/A,N/A,undefined,0,"{'United States': ['Verenigde Staten', 'New York'], 'Ecuador': ['Guayaquil', 'Ecuador', 'Quito'], 'France': ['Parijs']}",2010-06-21,harddrugs,cocaine
4015,ECLI:NL:RBAMS:2010:BL8526,cocaïne,"['Germany', 'Netherlands']",N/A,N/A,undefined,0,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03,harddrugs,cocaine
4016,ECLI:NL:RBAMS:2010:BL8526,drugs,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03,unspecified,unspecified
4017,ECLI:NL:HR:2009:BH5187,cocaïne,['Suriname'],N/A,N/A,undefined,0,"{'Suriname': ['Paramaribo', 'Suriname']}",2009-06-23,harddrugs,cocaine
4018,ECLI:NL:RBASS:2008:BD1696,amfetamine,[],100,gram,gr,100,{'Germany': ['Hunze']},2008-04-29,harddrugs,amphetamines
4019,ECLI:NL:RBASS:2008:BD1696,mdma,[],100,gram,gr,100,{'Germany': ['Hunze']},2008-04-29,harddrugs,amphetamines
4020,ECLI:NL:RBMAA:2008:BD1773,cocaïne,[],1,kilogram,kg,1,"{'Belgium': ['België', 'Nederland-België', 'Brussel'], 'Hungary': ['Budapest', 'Hongarije'], 'Germany': ['Kerpen']}",2008-04-29,harddrugs,cocaine
4021,ECLI:NL:RBMAA:2007:BA5895,amfetamine,[],N/A,N/A,undefined,0,{'Germany': ['Duitsland']},2007-01-05,harddrugs,amphetamines
4022,ECLI:NL:HR:2006:AU3446,cocaïne,[],N/A,N/A,undefined,0,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland', 'Londen']}",2006-01-31,harddrugs,cocaine
4023,ECLI:NL:HR:2006:AU3446,hasjiesj,[],N/A,N/A,undefined,0,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland', 'Londen']}",2006-01-31,softdrugs,cannabis
4024,ECLI:NL:RBROT:2004:AR5336,cocaïne,"['Curaçao', 'Aruba', 'Netherlands']",1,kilogram,kg,1,"{'Curaçao': ['Curaçao'], 'Aruba': ['Aruba']}",2004-10-25,harddrugs,cocaine
4025,ECLI:NL:RBSGR:2004:AQ4425,cocaïne,['Colombia'],N/A,N/A,undefined,0,"{'Colombia': ['Colombia'], 'Venezuela': ['Venezuela'], 'United States': ['Verenigde Staten']}",2004-07-21,harddrugs,cocaine
4026,ECLI:NL:RBSGR:2004:AQ4425,pillen,['Venezuela'],N/A,N/A,undefined,0,"{'Colombia': ['Colombia'], 'Venezuela': ['Venezuela'], 'United States': ['Verenigde Staten']}",2004-07-21,unspecified,unspecified
4027,ECLI:NL:RBMAA:2004:AO3664,mdma,"['Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België'], 'Spain': ['Spanje']}",2004-02-13,harddrugs,amphetamines
4028,ECLI:NL:RBMAA:2004:AO3664,mdea,"['Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België'], 'Spain': ['Spanje']}",2004-02-13,harddrugs,amphetamines
4029,ECLI:NL:RBMAA:2004:AO3664,amfetamine,"['Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België'], 'Spain': ['Spanje']}",2004-02-13,harddrugs,amphetamines
4030,ECLI:NL:RBMAA:2004:AO3664,tabletten,"['Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België'], 'Spain': ['Spanje']}",2004-02-13,unspecified,unspecified
4031,ECLI:NL:GHSHE:2003:AP0606,cocaïne,[],N/A,N/A,undefined,0,"{'Belgium': ['Gent', 'België']}",2003-12-19,harddrugs,cocaine
4032,ECLI:NL:HR:2003:AF0732,pillen,[],46,pillen,pills,46,{'United Kingdom': ['Engeland']},2003-03-18,unspecified,unspecified
4033,ECLI:NL:GHSHE:2002:AF9721,cocaïne,"['Curaçao', 'Netherlands']",N/A,N/A,undefined,0,"{'Curaçao': ['Curaçao'], 'United States': ['Graef'], 'Belgium': ['België']}",2002-12-12,harddrugs,cocaine
4034,ECLI:NL:RBAMS:2002:AE0187,hasj,"['Spain', 'Netherlands']",N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittanië', 'Engeland'], 'Spain': ['Spanje'], 'Germany': ['Duitsland'], 'Morocco': ['Marokko']}",2002-05-03,softdrugs,cannabis
4035,ECLI:NL:RBAMS:2002:AE0187,amfetamine,[],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittanië', 'Engeland'], 'Spain': ['Spanje'], 'Germany': ['Duitsland'], 'Morocco': ['Marokko']}",2002-05-03,harddrugs,amphetamines
4036,ECLI:NL:RBSGR:2002:AD9623,heroïne,"['Turkey', 'Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Turkey': ['Elazig', 'Turkije'], 'Belgium': ['Henegouwen', 'België'], 'Germany': ['Duitsland']}",2002-02-25,harddrugs,heroin
4037,ECLI:NL:RBHAA:2001:AD4599,drugs,['United Kingdom'],N/A,N/A,undefined,0,"{'United Kingdom': ['Engeland'], 'Romania': ['Roemenië']}",2001-12-10,unspecified,unspecified
4038,ECLI:NL:RBHAA:2001:AD4599,hashish,['Romania'],N/A,N/A,undefined,0,"{'United Kingdom': ['Engeland'], 'Romania': ['Roemenië']}",2001-12-10,softdrugs,cannabis
4039,ECLI:NL:RBAMS:2001:AB2552,cocaine,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittannie', 'Coventry', 'Groot-Brittannië', 'Engeland'], 'Italy': ['Italië'], 'Turkey': ['Turkije']}",2001-06-26,harddrugs,cocaine
4040,ECLI:NL:RBAMS:2001:AB2552,heroine,"['Netherlands', 'United Kingdom']",125,kg.,kg,125,"{'United Kingdom': ['Groot-Brittannie', 'Coventry', 'Groot-Brittannië', 'Engeland'], 'Italy': ['Italië'], 'Turkey': ['Turkije']}",2001-06-26,harddrugs,heroin
4041,ECLI:NL:RBAMS:2001:AB2552,xtc,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittannie', 'Coventry', 'Groot-Brittannië', 'Engeland'], 'Italy': ['Italië'], 'Turkey': ['Turkije']}",2001-06-26,harddrugs,amphetamines
4042,ECLI:NL:RBAMS:2001:AB2552,mdma,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittannie', 'Coventry', 'Groot-Brittannië', 'Engeland'], 'Italy': ['Italië'], 'Turkey': ['Turkije']}",2001-06-26,harddrugs,amphetamines
4043,ECLI:NL:RBAMS:2001:AB2552,hashish,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittannie', 'Coventry', 'Groot-Brittannië', 'Engeland'], 'Italy': ['Italië'], 'Turkey': ['Turkije']}",2001-06-26,softdrugs,cannabis
4044,ECLI:NL:RBAMS:2001:AB2552,marihuana,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittannie', 'Coventry', 'Groot-Brittannië', 'Engeland'], 'Italy': ['Italië'], 'Turkey': ['Turkije']}",2001-06-26,softdrugs,cannabis
4045,ECLI:NL:RBAMS:2001:AB2552,heroïne,"['Netherlands', 'Turkey', 'United Kingdom']",N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittannie', 'Coventry', 'Groot-Brittannië', 'Engeland'], 'Italy': ['Italië'], 'Turkey': ['Turkije']}",2001-06-26,harddrugs,heroin
4046,ECLI:NL:PHR:2000:AA4741,xtc-pillen,[],N/A,N/A,undefined,0,"{'Germany': ['Duitsland', 'Aurich']}",2000-08-02,harddrugs,amphetamines
4047,ECLI:NL:PHR:2021:629,mdma,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland', 'UK', 'Groot-Brittannië', 'Verenigd Koninkrijk.18', 'Dover', 'Groot Brittannië'], 'Belgium': ['Aalst', 'Antwerpen', 'België'], 'Spain': ['Spanje', 'Marbella', 'Malaga', 'Ibiza'], 'France': ['Calais', 'Frankrijk'], 'Lebanon': ['Iaat']}",2021-06-22,harddrugs,amphetamines
4048,ECLI:NL:PHR:2021:629,amfetamine,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland', 'UK', 'Groot-Brittannië', 'Verenigd Koninkrijk.18', 'Dover', 'Groot Brittannië'], 'Belgium': ['Aalst', 'Antwerpen', 'België'], 'Spain': ['Spanje', 'Marbella', 'Malaga', 'Ibiza'], 'France': ['Calais', 'Frankrijk'], 'Lebanon': ['Iaat']}",2021-06-22,harddrugs,amphetamines
4049,ECLI:NL:PHR:2021:629,cocaïne,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland', 'UK', 'Groot-Brittannië', 'Verenigd Koninkrijk.18', 'Dover', 'Groot Brittannië'], 'Belgium': ['Aalst', 'Antwerpen', 'België'], 'Spain': ['Spanje', 'Marbella', 'Malaga', 'Ibiza'], 'France': ['Calais', 'Frankrijk'], 'Lebanon': ['Iaat']}",2021-06-22,harddrugs,cocaine
4050,ECLI:NL:PHR:2021:629,drugs,"['Belgium', 'United Kingdom']",N/A,N/A,undefined,0,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland', 'UK', 'Groot-Brittannië', 'Verenigd Koninkrijk.18', 'Dover', 'Groot Brittannië'], 'Belgium': ['Aalst', 'Antwerpen', 'België'], 'Spain': ['Spanje', 'Marbella', 'Malaga', 'Ibiza'], 'France': ['Calais', 'Frankrijk'], 'Lebanon': ['Iaat']}",2021-06-22,unspecified,unspecified
4051,ECLI:NL:PHR:2021:629,harddrugs,['Netherlands'],N/A,N/A,undefined,0,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland', 'UK', 'Groot-Brittannië', 'Verenigd Koninkrijk.18', 'Dover', 'Groot Brittannië'], 'Belgium': ['Aalst', 'Antwerpen', 'België'], 'Spain': ['Spanje', 'Marbella', 'Malaga', 'Ibiza'], 'France': ['Calais', 'Frankrijk'], 'Lebanon': ['Iaat']}",2021-06-22,harddrugs,unspecified
4052,ECLI:NL:PHR:2020:338,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Colombia': ['Colombia'], 'Romania': ['Roemenië'], 'Hungary': ['Hongarije'], 'Morocco': ['Marokko']}",2020-07-04,harddrugs,cocaine
4053,ECLI:NL:PHR:2020:338,coke,[],1000,kilo,kg,1000,"{'Colombia': ['Colombia'], 'Romania': ['Roemenië'], 'Hungary': ['Hongarije'], 'Morocco': ['Marokko']}",2020-07-04,harddrugs,cocaine
4054,ECLI:NL:PHR:2020:338,heroïne,"['Romania', 'Hungary', 'Netherlands']",59,kg,kg,59,"{'Colombia': ['Colombia'], 'Romania': ['Roemenië'], 'Hungary': ['Hongarije'], 'Morocco': ['Marokko']}",2020-07-04,harddrugs,heroin
4055,ECLI:NL:PHR:2020:338,hasjiesj,"['Morocco', 'Netherlands']",N/A,N/A,undefined,0,"{'Colombia': ['Colombia'], 'Romania': ['Roemenië'], 'Hungary': ['Hongarije'], 'Morocco': ['Marokko']}",2020-07-04,softdrugs,cannabis
4056,ECLI:NL:RBLIM:2017:6245,methadon,['Lithuania'],N/A,N/A,undefined,0,{'Lithuania': ['Litouwen']},2017-06-30,harddrugs,opioids
4057,ECLI:NL:RBZLY:2011:BR1736,drugs,['Israel'],N/A,N/A,undefined,0,{'Israel': ['Nazareth']},2011-04-14,unspecified,unspecified
4058,ECLI:NL:GHSHE:2011:BP9731,heroïne,"['Netherlands', 'United Kingdom', 'United States']",13.903,blokken,units,13903,"{'United States': ['Harwich'], 'United Kingdom': ['Groot-Brittannië', 'Engeland', 'Bristol']}",2011-03-16,harddrugs,heroin
4059,ECLI:NL:GHSHE:2011:BP9731,cocaïne,"['Netherlands', 'United States']",N/A,N/A,undefined,0,"{'United States': ['Harwich'], 'United Kingdom': ['Groot-Brittannië', 'Engeland', 'Bristol']}",2011-03-16,harddrugs,cocaine
4060,ECLI:NL:RBALK:2009:BK2294,hash,[],N/A,N/A,undefined,0,"{'Curaçao': ['Curacao', 'Curaçao'], 'France': ['Frankrijk']}",2009-10-28,softdrugs,cannabis
4061,ECLI:NL:GHARN:2009:BI7017,heroïne,['United Kingdom'],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittanië', 'Engeland'], 'Turkey': ['Turkije']}",2009-09-06,harddrugs,heroin
4062,ECLI:NL:GHAMS:2019:5165,cocaïne,"['Panama', 'Netherlands', 'Venezuela', 'Australia']",N/A,N/A,undefined,0,"{'Venezuela': ['Venezuela'], 'Panama': ['Panama'], 'Australia': ['Australië'], 'Suriname': ['Suriname'], 'Spain': ['Madrid', 'Spanje'], 'Germany': ['Leipzig', 'Duitsland'], 'Belgium': ['Brussel', 'België']}",2019-10-30,harddrugs,cocaine
4063,ECLI:NL:OGEAM:2019:33,marihuana,[],N/A,N/A,undefined,0,"{'Sint Maarten': ['Sint Maarten', 'Simpson Bay', 'Simpson Bay Suites']}",2019-05-06,softdrugs,cannabis
4064,ECLI:NL:RBHAA:2009:BL5729,cocaïne,"['Netherlands', 'Brazil']",N/A,N/A,undefined,0,"{'Brazil': ['Natal', 'Brazilië', 'Paulo']}",2009-12-24,harddrugs,cocaine
4065,ECLI:NL:RBHAA:2009:BL5729,drugs,['Brazil'],N/A,N/A,undefined,0,"{'Brazil': ['Natal', 'Brazilië', 'Paulo']}",2009-12-24,unspecified,unspecified
4066,ECLI:NL:RBOVE:2020:2845,hennep,"['Netherlands', 'Germany']",166,kilogram,kg,166,"{'Germany': ['Duitsland', 'Bremen', 'Hoevers'], 'Spain': ['Spanje']}",2020-02-09,softdrugs,cannabis
4067,ECLI:NL:RBOVE:2020:2845,drugs,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland', 'Bremen', 'Hoevers'], 'Spain': ['Spanje']}",2020-02-09,unspecified,unspecified
4068,ECLI:NL:RBHAA:2009:BM1666,cocaïne,"['Suriname', 'Peru', 'Netherlands', 'Italy']",15,kilo,kg,15,"{'Ecuador': ['Guayaquil', 'Equador'], 'Italy': ['Milaan', 'Italië', 'Rome'], 'United Arab Emirates': ['Dubai'], 'Dominican Republic': ['Santo Domingo'], 'Morocco': ['Maroc'], 'Suriname': ['Paramaribo', 'Suriname'], 'United Kingdom': ['Londen', 'Edinburgh'], 'Brazil': ['Brazilië'], 'Peru': ['Lima', 'Peru'], 'Poland': ['Warschau']}",2009-12-16,harddrugs,cocaine
4069,ECLI:NL:RBHAA:2009:BM1666,drugs,['Netherlands'],N/A,N/A,undefined,0,"{'Ecuador': ['Guayaquil', 'Equador'], 'Italy': ['Milaan', 'Italië', 'Rome'], 'United Arab Emirates': ['Dubai'], 'Dominican Republic': ['Santo Domingo'], 'Morocco': ['Maroc'], 'Suriname': ['Paramaribo', 'Suriname'], 'United Kingdom': ['Londen', 'Edinburgh'], 'Brazil': ['Brazilië'], 'Peru': ['Lima', 'Peru'], 'Poland': ['Warschau']}",2009-12-16,unspecified,unspecified
4070,ECLI:NL:RBNHO:2021:3580,drugs,"['United Kingdom', 'Ireland', 'Belgium', 'Norway']",N/A,N/A,undefined,0,"{'Greece': ['Salamis'], 'Thailand': ['Thailand'], 'United Kingdom': ['Schotland', 'Verenigd Koninkrijk', 'Engeland'], 'Ireland': ['Ierland'], 'Norway': ['Noorwegen'], 'France': ['Frankrijk']}",2021-04-29,unspecified,unspecified
4071,ECLI:NL:GHAMS:2016:1857,cocaine,['Netherlands'],N/A,N/A,undefined,0,"{'Brazil': ['Brazilië', 'Paulo', 'Rio de Janeiro', 'São Paolo'], 'Portugal': ['Lissabon', 'Portugal'], 'Luxembourg': ['Luxemburg'], 'Germany': ['Frankfurt', 'Duitsland'], 'Switzerland': ['Zwitserland', 'Zürich', 'Zurich'], 'Argentina': ['Argentinië', 'Buenos'], 'Belgium': ['Brussel', 'België'], 'Suriname': ['Suriname', 'Paramaribo'], 'France': ['Frankrijk', 'Parijs'], 'Italy': ['Italië', 'Rome'], 'Spain': ['Sevilla']}",2016-12-05,harddrugs,cocaine
4072,ECLI:NL:GHAMS:2016:1857,cocaïne,"['Brazil', 'Argentina', 'Switzerland', 'Suriname', 'Spain', 'Portugal', 'Netherlands', 'Belgium', 'Italy', 'Luxembourg']",N/A,N/A,undefined,0,"{'Brazil': ['Brazilië', 'Paulo', 'Rio de Janeiro', 'São Paolo'], 'Portugal': ['Lissabon', 'Portugal'], 'Luxembourg': ['Luxemburg'], 'Germany': ['Frankfurt', 'Duitsland'], 'Switzerland': ['Zwitserland', 'Zürich', 'Zurich'], 'Argentina': ['Argentinië', 'Buenos'], 'Belgium': ['Brussel', 'België'], 'Suriname': ['Suriname', 'Paramaribo'], 'France': ['Frankrijk', 'Parijs'], 'Italy': ['Italië', 'Rome'], 'Spain': ['Sevilla']}",2016-12-05,harddrugs,cocaine
4073,ECLI:NL:GHAMS:2016:1857,drugs,['Argentina'],N/A,N/A,undefined,0,"{'Brazil': ['Brazilië', 'Paulo', 'Rio de Janeiro', 'São Paolo'], 'Portugal': ['Lissabon', 'Portugal'], 'Luxembourg': ['Luxemburg'], 'Germany': ['Frankfurt', 'Duitsland'], 'Switzerland': ['Zwitserland', 'Zürich', 'Zurich'], 'Argentina': ['Argentinië', 'Buenos'], 'Belgium': ['Brussel', 'België'], 'Suriname': ['Suriname', 'Paramaribo'], 'France': ['Frankrijk', 'Parijs'], 'Italy': ['Italië', 'Rome'], 'Spain': ['Sevilla']}",2016-12-05,unspecified,unspecified
4074,ECLI:NL:RBLIM:2014:2800,drugs,"['Curaçao', 'Netherlands']",N/A,N/A,undefined,0,"{'Dominican Republic': ['Santo Domingo', 'Dominicaanse Republiek'], 'United Kingdom': ['Londen'], 'Curaçao': ['Curaçao'], 'Germany': ['Duisburg', 'Duitsland'], 'Belgium': ['België'], 'South Africa': ['fic']}",2014-03-25,unspecified,unspecified
4075,ECLI:NL:GHARN:2004:AO7662,heroine,"['Netherlands', 'United Kingdom']",15,kilogram,kg,15,"{'United Kingdom': ['Groot-Brittannie', 'Groot-Brittannië', 'Engeland'], 'Turkey': ['Turkije'], 'Pakistan': ['Pakistaan']}",2004-04-13,harddrugs,heroin
4076,ECLI:NL:GHARN:2004:AO7662,diacetylmorfine,"['Netherlands', 'United Kingdom']",15,kilogram,kg,15,"{'United Kingdom': ['Groot-Brittannie', 'Groot-Brittannië', 'Engeland'], 'Turkey': ['Turkije'], 'Pakistan': ['Pakistaan']}",2004-04-13,harddrugs,heroin
4077,ECLI:NL:GHARN:2004:AO7662,heroïne,"['Netherlands', 'United Kingdom']",15,kilogram,kg,15,"{'United Kingdom': ['Groot-Brittannie', 'Groot-Brittannië', 'Engeland'], 'Turkey': ['Turkije'], 'Pakistan': ['Pakistaan']}",2004-04-13,harddrugs,heroin
4078,ECLI:NL:GHARN:2004:AO7662,drugs,['United Kingdom'],N/A,N/A,undefined,0,"{'United Kingdom': ['Groot-Brittannie', 'Groot-Brittannië', 'Engeland'], 'Turkey': ['Turkije'], 'Pakistan': ['Pakistaan']}",2004-04-13,unspecified,unspecified
4079,ECLI:NL:GHSHE:2019:4584,mdma,[],18,kg,kg,18,"{'Belgium': ['Belgie', 'Zaventem', 'België', 'Klokkenlaan', '8510', 'Brussel', 'Heusden-Zolder', 'Hasselt', 'Zolder', 'Beringen', 'Vilvoorde', 'Antwerpen', 'Herstal', 'Land België'], 'Germany': ['Duitsland', 'Kerpen', 'Düsseldorf', 'Keulen', 'Frankfurt', 'Berlijn'], 'Turkey': ['Turkije', 'Istanbul', 'Ankara', 'Sivas', 'NN-Fatih'], 'Italy': ['Italië'], 'Austria': ['Oostenrijk'], 'Slovenia': ['Slovenië'], 'Croatia': ['Kroatië'], 'Serbia': ['Servië'], 'Bulgaria': ['Bulgarije'], 'Lebanon': ['Iaat'], 'Greece': ['Griekenland'], 'United States': ['Hazen', '896'], 'Niger': ['Niamey', 'Niger'], 'Togo': ['Togo'], 'Romania': ['Roemenië'], 'France': ['Frankrijk'], 'United Kingdom': ['Rabbie'], 'Norway': ['Bergen']}",2019-05-12,harddrugs,amphetamines
4080,ECLI:NL:GHSHE:2019:4584,xtc,[],18,kg,kg,18,"{'Belgium': ['Belgie', 'Zaventem', 'België', 'Klokkenlaan', '8510', 'Brussel', 'Heusden-Zolder', 'Hasselt', 'Zolder', 'Beringen', 'Vilvoorde', 'Antwerpen', 'Herstal', 'Land België'], 'Germany': ['Duitsland', 'Kerpen', 'Düsseldorf', 'Keulen', 'Frankfurt', 'Berlijn'], 'Turkey': ['Turkije', 'Istanbul', 'Ankara', 'Sivas', 'NN-Fatih'], 'Italy': ['Italië'], 'Austria': ['Oostenrijk'], 'Slovenia': ['Slovenië'], 'Croatia': ['Kroatië'], 'Serbia': ['Servië'], 'Bulgaria': ['Bulgarije'], 'Lebanon': ['Iaat'], 'Greece': ['Griekenland'], 'United States': ['Hazen', '896'], 'Niger': ['Niamey', 'Niger'], 'Togo': ['Togo'], 'Romania': ['Roemenië'], 'France': ['Frankrijk'], 'United Kingdom': ['Rabbie'], 'Norway': ['Bergen']}",2019-05-12,harddrugs,amphetamines
